student_id,course_level,category,gender,annual_income,marks_10,marks_12,ug_cgpa,field_of_study,disability,university_tier,UG1_CentralSector,UG2_Reliance,UG3_PostMatric_SC_ST,UG4_SwamiDayanand_Female,UG5_TopClass_SC,UG6_MeritMeans_OBC,UG7_AdityaBirla,UG8_Cummins_SC_ST_Engg,UG9_SitaramJindal,UG10_Disability,PG1_AICTE_NSPS,PG2_ReliancePG,PG3_PostMatric_SC_ST_OBC,PG4_NationalFellowship_OBC,PG5_INSPIRE,PG6_ICSSR,PG7_CumminsPG_SC_ST,PG8_TataTrusts
18,UG,GEN,Female,100000,95.79618322050995,79.80668849641123,,Engineering,No,Tier 3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,UG,GEN,Female,100000,66.99943188220155,87.97912552712364,,Commerce,No,Tier 1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,UG,GEN,Male,210177,86.17217256072938,65.3290715642959,,Sciences,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,PG,GEN,Male,102230,85.51021610882609,83.64307852591953,7.082085123636579,Arts,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
22,UG,GEN,Male,100000,99.39028187726511,82.97583586516059,,Sciences,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,UG,ST,Male,100000,89.5872354241063,68.50472937595906,,Commerce,No,Tier 3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,UG,GEN,Female,100000,99.4811766104496,72.74120334077057,,Commerce,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,UG,SC,Male,100000,90.39917599885153,88.31755370827368,,Commerce,No,Tier 2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26,PG,GEN,Male,100000,84.25833795438783,66.33690022219908,6.393896694238846,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,UG,ST,Male,100000,86.9385942153816,100.0,,Engineering,No,Tier 3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
28,UG,SC,Male,100000,100.0,86.66913921070103,,Sciences,No,Tier 2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
29,UG,OBC,Male,100000,72.03068164498751,79.31195827222334,,Medicine,No,Tier 2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30,UG,OBC,Male,100000,94.05954510120532,76.97417198754108,,Engineering,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31,PG,GEN,Female,100000,78.72384008779213,89.45841798370341,8.585666359530832,Arts,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
32,UG,ST,Male,100000,76.57520915751297,75.06380562084388,,Arts,No,Tier 2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,UG,SC,Female,153330,95.23426366616172,75.55620490386725,,Arts,No,Tier 3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,PG,SC,Male,100000,76.16912744989006,97.4310592974046,7.703991509619751,Commerce,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
35,PG,OBC,Male,100000,88.77074716925326,74.34129206161478,8.562737087386152,Sciences,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
36,PG,GEN,Female,100000,80.11058577840235,81.63297618206474,8.890202846854088,Commerce,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,UG,SC,Female,113777,61.430633041035264,70.87745508863571,,Arts,No,Tier 2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,UG,GEN,Male,100000,89.7771598010435,83.1084857298525,,Arts,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,PG,OBC,Female,100000,86.2632127295679,86.96737321328065,7.745818973408765,Commerce,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
40,UG,GEN,Male,100000,65.89919485585182,100.0,,Arts,No,Tier 1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
41,UG,ST,Male,173280,78.01410458461137,68.75181332032871,,Arts,No,Tier 3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,UG,GEN,Female,100000,66.93007883287696,62.625509548457444,,Sciences,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,UG,GEN,Female,100000,92.31689887296413,76.79851275461564,,Arts,No,Tier 1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,PG,OBC,Male,100000,98.87993202710096,72.59463211176698,5.297179913160862,Commerce,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,UG,SC,Male,100000,93.49490605046185,79.81463553735088,,Commerce,No,Tier 3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,PG,OBC,Female,100000,94.89130156800091,86.26385991037746,9.788778465746853,Medicine,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
47,UG,GEN,Male,100000,79.82169594333186,100.0,,Arts,No,Tier 3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,UG,GEN,Male,100000,90.46928011110374,74.58217571294668,,Medicine,No,Tier 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,UG,SC,Male,100000,84.90931369857839,53.475155749364745,,Commerce,No,Tier 2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,UG,ST,Female,100000,86.85314516088819,77.14428020590758,,Medicine,No,Tier 3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,PG,SC,Male,140247,94.57431460454522,84.20633197667955,5.640939159327715,Arts,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52,PG,OBC,Female,100000,96.75487420647237,68.36443111927503,5.70331720053116,Engineering,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,PG,ST,Female,100000,81.10243610361485,82.8041894349754,6.616575690015554,Sciences,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
54,PG,OBC,Male,100000,70.92355188644952,81.64977842413887,6.886435531613514,Arts,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
55,UG,OBC,Female,100000,83.12595465307143,83.11822092798702,,Medicine,No,Tier 2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
56,PG,OBC,Female,100000,82.80726714686116,89.49586344955829,7.584785558041909,Medicine,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
57,UG,OBC,Male,100000,87.84597880014157,79.00770458795996,,Medicine,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
58,UG,SC,Male,100000,93.32995918464123,86.57045187807391,,Commerce,No,Tier 1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
59,UG,OBC,Female,100000,65.85418034515942,58.4124662332362,,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,UG,GEN,Female,205903,78.29086448808525,68.451448498488,,Medicine,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,UG,GEN,Male,100000,75.3611181068256,75.90158802888729,,Engineering,No,Tier 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,UG,GEN,Female,100000,97.5089378869179,67.93845031980467,,Arts,No,Tier 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,PG,OBC,Female,100000,82.91629106647612,80.07915202533913,8.981379724916755,Commerce,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
64,UG,GEN,Female,196270,79.87116430438212,75.87508042907115,,Arts,No,Tier 3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,UG,GEN,Female,111550,90.38301692446578,74.53839212505225,,Commerce,No,Tier 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,UG,OBC,Male,143648,79.06993649083978,90.60565756271569,,Commerce,No,Tier 3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
67,UG,OBC,Male,119544,84.8480522320315,81.00586149577546,,Sciences,No,Tier 2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
68,PG,SC,Female,100000,100.0,66.99548116810928,7.275919092313099,Sciences,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
69,UG,OBC,Male,100000,100.0,72.76013138385316,,Engineering,No,Tier 2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
70,PG,SC,Female,118057,80.92615676937181,89.03864500327106,7.999361368749305,Medicine,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
71,PG,ST,Male,100000,83.17638197840422,82.39651227462772,6.282707296518412,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
72,UG,SC,Male,100000,78.80971499269195,94.35128197621361,,Medicine,No,Tier 3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73,UG,OBC,Male,100000,65.7413472495983,90.15879492926554,,Arts,No,Tier 2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
74,PG,GEN,Female,111090,95.36189345096717,75.33119685321975,8.9363289507104,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
75,PG,ST,Female,100000,100.0,97.22610138689791,8.429051002835893,Engineering,No,Tier 3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
76,PG,GEN,Male,100000,80.56550562349227,98.21378389039108,5.777683442768303,Arts,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,PG,GEN,Male,100000,76.83206272710729,58.57496531218594,5.239491840687334,Commerce,Yes,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,UG,OBC,Male,100000,82.27153203659994,80.38136984110325,,Sciences,No,Tier 3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
79,UG,GEN,Female,100000,85.85046047828585,73.40192611428765,,Arts,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,UG,ST,Male,100000,73.64469889793119,76.87429040458947,,Commerce,No,Tier 3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,PG,OBC,Female,100000,80.41521539015869,70.20619033914144,6.592318209937359,Arts,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
82,PG,OBC,Male,100000,95.14897253938018,68.7029494126823,8.195454230565268,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
83,UG,OBC,Male,100000,86.27380634467272,90.814078874387,,Arts,No,Tier 1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84,UG,OBC,Female,100000,97.7038602812898,65.98326128519878,,Arts,No,Tier 3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85,UG,GEN,Male,100000,88.64767852861502,81.12025480088028,,Arts,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,UG,OBC,Male,100000,74.11082731227081,63.81035492353808,,Commerce,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
87,PG,SC,Male,100000,79.23986023280241,95.23286974322127,6.6971512962883475,Engineering,No,Tier 3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
88,PG,OBC,Male,100000,87.48412063554481,80.36040625660141,5.6780792713290715,Sciences,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,PG,SC,Male,100000,73.77410724038893,88.94350621615712,7.324863145900795,Sciences,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
90,UG,GEN,Male,100000,72.47680267089393,82.34126937440034,,Commerce,No,Tier 1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,UG,GEN,Female,100000,73.07799446634274,76.96107011310187,,Commerce,No,Tier 3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,PG,GEN,Female,139625,90.15804387813816,80.82045081098046,7.46976316011734,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
93,PG,GEN,Female,100000,81.33759984577462,98.08800103423724,6.66646507454444,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
94,UG,SC,Male,100000,96.82441631092948,69.23088006921431,,Engineering,No,Tier 2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
95,PG,SC,Female,100000,76.03579617053363,49.40781269057971,8.746607079327937,Medicine,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
96,UG,GEN,Female,100000,60.42599732046152,70.55762342586148,,Engineering,No,Tier 1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,UG,OBC,Male,100000,83.69294881196785,65.49095043594329,,Arts,No,Tier 2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
98,UG,SC,Female,100000,100.0,91.61617357398714,,Medicine,No,Tier 2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
99,UG,GEN,Female,100000,85.34569416948607,77.8912484501038,,Commerce,No,Tier 3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,UG,GEN,Male,114814,71.27906756867131,89.92941300859319,,Arts,No,Tier 3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,UG,ST,Female,100000,68.75723403793253,80.38269898563601,,Medicine,No,Tier 1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,PG,OBC,Male,100000,96.97901913923491,80.10411250190684,7.140551303997082,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
103,UG,ST,Male,100000,76.92563228558089,81.96733943992031,,Commerce,No,Tier 1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,UG,GEN,Male,140805,100.0,97.76029142959624,,Medicine,No,Tier 3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,PG,SC,Female,100000,91.54093448851283,82.23833089312738,8.520456203729292,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
106,UG,GEN,Male,100000,77.30431285595316,93.31003819736118,,Sciences,No,Tier 2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,UG,GEN,Female,100000,96.6713684431164,92.54196642100614,,Commerce,No,Tier 1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108,PG,OBC,Female,100000,75.76102846736731,78.04050102301012,5.068569174492531,Medicine,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,UG,GEN,Female,100000,70.52662887555002,79.11278579837526,,Sciences,No,Tier 2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,UG,GEN,Male,100000,76.33254606655555,75.46636801000068,,Sciences,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,UG,GEN,Female,100000,92.68736651590218,95.39812670934133,,Medicine,No,Tier 3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,UG,GEN,Female,100000,96.37966989001336,68.707255801784,,Engineering,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,PG,SC,Male,100000,81.03972737132088,71.32409926266831,7.705907309363376,Engineering,No,Tier 3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
114,PG,OBC,Female,100000,66.31688688860854,76.68507157790145,7.284694768306901,Arts,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
115,PG,GEN,Female,100000,69.43233538871944,66.22217203818377,6.230875706006547,Medicine,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,PG,GEN,Female,100000,74.32354428140637,72.90446259549154,9.0423418612853,Medicine,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
117,PG,GEN,Male,100000,72.06003120749875,93.63279430696826,7.675526495728686,Sciences,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
118,UG,OBC,Male,100000,87.65430376064566,87.81686777808125,,Sciences,Yes,Tier 3,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
119,PG,GEN,Male,100000,100.0,74.95111766177638,8.249700674386428,Sciences,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
120,UG,SC,Male,100000,92.95776574025588,89.63394694303031,,Commerce,No,Tier 2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
121,PG,GEN,Female,100000,73.71769155009261,100.0,7.693547695457213,Engineering,No,Tier 1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
122,PG,GEN,Female,100000,78.05624234333445,83.75734271434366,7.6082186952970225,Arts,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
123,UG,SC,Female,100000,80.00709320701193,97.0443135131992,,Arts,No,Tier 3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124,UG,SC,Female,125568,88.89214166993087,90.21906580156444,,Medicine,No,Tier 1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
125,UG,GEN,Female,100000,100.0,76.4667563781722,,Sciences,No,Tier 2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126,UG,SC,Male,100000,80.32599620549146,82.36757563656943,,Medicine,No,Tier 2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
127,PG,OBC,Female,100000,100.0,86.31538960369316,6.762756205419405,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
128,PG,SC,Male,100000,100.0,71.06036307593465,6.713085324924567,Commerce,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
129,UG,OBC,Male,100000,81.50093133711275,48.68901613586961,,Engineering,Yes,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,UG,OBC,Female,100000,81.24355378938692,69.99109324545152,,Medicine,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
131,UG,ST,Male,100000,81.39380632608884,54.10230861857516,,Sciences,No,Tier 2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,UG,GEN,Male,402542,85.62489985687887,70.98255888030492,,Medicine,No,Tier 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,UG,OBC,Female,100000,81.41820903218174,59.510665445030575,,Sciences,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,UG,OBC,Male,224227,93.84177461389305,90.56130444890042,,Sciences,Yes,Tier 1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
135,PG,GEN,Male,100000,69.51168719607219,65.80882999119544,5.757565501105364,Medicine,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,UG,GEN,Male,100000,79.65377904703888,86.52929706743863,,Commerce,No,Tier 3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137,UG,GEN,Male,100000,88.29174673072235,89.19922475808167,,Medicine,No,Tier 2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138,PG,OBC,Male,174429,93.70084507160512,88.41810528428222,9.060950321416165,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
139,UG,OBC,Female,100000,100.0,57.57996579122515,,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,PG,OBC,Male,100000,72.10974772369059,93.47173274482631,8.612294433664704,Arts,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
141,PG,GEN,Female,117888,78.47957585812745,85.04406039261767,6.834013114316127,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
142,UG,OBC,Male,100000,62.33593426772663,89.65118889442921,,Engineering,No,Tier 2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
143,UG,ST,Male,144572,73.90130992647136,100.0,,Medicine,No,Tier 3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,UG,GEN,Female,100000,67.31074703065957,89.5319856452808,,Medicine,No,Tier 3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145,UG,OBC,Female,254378,79.78702604935671,65.80816842860663,,Commerce,No,Tier 3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
146,UG,SC,Female,100000,82.71634407358368,87.83940129018586,,Engineering,No,Tier 1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
147,PG,SC,Female,100000,89.69454239837562,61.95659727465238,7.049563030637961,Commerce,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
148,UG,OBC,Male,100000,82.01400469680078,79.24441257394757,,Commerce,No,Tier 3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
149,UG,SC,Male,100000,89.69937080412154,73.96125440263805,,Engineering,No,Tier 3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
150,UG,GEN,Female,118003,86.14074167093943,80.12180648433822,,Medicine,No,Tier 3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151,PG,SC,Male,100000,74.66676794249817,61.88549393854393,6.38170727158792,Sciences,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
152,UG,GEN,Male,112481,68.13726294159122,63.26745108358129,,Sciences,No,Tier 1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
153,UG,GEN,Male,127465,90.83681999896066,74.60777101977058,,Sciences,No,Tier 1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
154,UG,GEN,Female,100000,100.0,77.32972271138429,,Commerce,No,Tier 2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,PG,SC,Male,100000,100.0,74.89045905342337,6.395090354610037,Sciences,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
156,UG,OBC,Male,100000,94.35454701234622,97.40542997623054,,Arts,No,Tier 3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
157,PG,GEN,Male,100000,99.57515211944062,85.08370549349154,10.0,Arts,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
158,PG,GEN,Female,117560,89.61459704038936,84.75429751711258,6.573245348073555,Commerce,Yes,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,UG,ST,Male,187007,88.02009385590212,75.41225190365584,,Medicine,No,Tier 3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,PG,SC,Male,100000,86.11001023791528,63.29801792383398,9.447504954492281,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
161,UG,OBC,Female,100000,83.94190355979136,79.95055058190832,,Commerce,No,Tier 2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
162,PG,OBC,Female,100000,91.07076555429134,100.0,5.758332599880233,Sciences,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
